id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,predicted_cltv,cltv_segment,income_band,policy_band,has_claims
121971,Female,Urban,High School,5L-10L,1,4,5092,More than 1,A,Silver,102400.43,Premium,5L-10L,More than 1,1
121972,Male,Urban,High School,5L-10L,0,6,3641,More than 1,B,Silver,88021.29,High,5L-10L,More than 1,1
121973,Female,Urban,High School,5L-10L,1,1,0,1,A,Platinum,43280.9,Low,5L-10L,1,0
121974,Male,Urban,Bachelor,5L-10L,0,4,23807,More than 1,C,Platinum,118794.13,Premium,5L-10L,More than 1,1
121975,Male,Rural,High School,5L-10L,1,1,0,More than 1,C,Platinum,88510.59,High,5L-10L,More than 1,0
121976,Male,Urban,High School,5L-10L,1,3,5208,1,A,Platinum,41676.09,Low,5L-10L,1,1
121977,Female,Urban,High School,5L-10L,0,7,0,More than 1,B,Platinum,82802.58,Medium,5L-10L,More than 1,0
121978,Male,Urban,High School,5L-10L,0,2,5836,1,A,Silver,43584.47,Low,5L-10L,1,1
121979,Female,Urban,Bachelor,2L-5L,1,1,6044,More than 1,A,Silver,101125.22,Premium,2L-5L,More than 1,1
121980,Female,Urban,High School,2L-5L,1,4,5050,More than 1,C,Platinum,104911.62,Premium,2L-5L,More than 1,1
121981,Male,Urban,Bachelor,5L-10L,1,5,5180,1,C,Gold,42379.09,Low,5L-10L,1,1
121982,Male,Urban,Bachelor,5L-10L,1,5,6419,More than 1,A,Platinum,93614.84,High,5L-10L,More than 1,1
121983,Male,Urban,High School,2L-5L,0,5,5613,1,A,Gold,43660.87,Low,2L-5L,1,1
121984,Female,Rural,High School,More than 10L,1,5,2326,1,A,Silver,46286.44,Low,More than 10L,1,1
121985,Male,Urban,Bachelor,5L-10L,0,0,7635,More than 1,A,Platinum,106052.16,Premium,5L-10L,More than 1,1
121986,Male,Urban,Bachelor,5L-10L,1,6,3828,1,A,Platinum,47483.86,Medium,5L-10L,1,1
121987,Male,Rural,Bachelor,5L-10L,1,6,0,1,C,Platinum,43965.7,Low,5L-10L,1,0
121988,Male,Urban,High School,More than 10L,1,2,4655,More than 1,A,Platinum,86155.03,High,More than 10L,More than 1,1
121989,Female,Rural,Bachelor,More than 10L,1,7,0,More than 1,A,Gold,87341.56,High,More than 10L,More than 1,0
121990,Male,Urban,Bachelor,More than 10L,0,6,9554,More than 1,B,Platinum,98293.73,Premium,More than 10L,More than 1,1
121991,Female,Rural,High School,5L-10L,1,6,0,1,A,Platinum,44570.54,Low,5L-10L,1,0
121992,Female,Urban,High School,5L-10L,1,6,5200,More than 1,A,Gold,96255.9,Premium,5L-10L,More than 1,1
121993,Male,Rural,High School,5L-10L,0,5,3214,More than 1,B,Silver,79300.27,Medium,5L-10L,More than 1,1
121994,Male,Urban,High School,2L-5L,1,7,3541,More than 1,A,Platinum,88917.77,High,2L-5L,More than 1,1
121995,Male,Urban,High School,5L-10L,1,3,4432,More than 1,A,Gold,91785.89,High,5L-10L,More than 1,1
121996,Female,Urban,High School,5L-10L,1,5,3299,More than 1,B,Silver,77155.97,Medium,5L-10L,More than 1,1
121997,Female,Rural,Bachelor,More than 10L,1,4,0,1,A,Platinum,45230.22,Low,More than 10L,1,0
121998,Male,Urban,High School,5L-10L,0,0,4048,More than 1,A,Silver,92397.3,High,5L-10L,More than 1,1
121999,Male,Rural,High School,5L-10L,1,5,0,1,B,Platinum,44063.86,Low,5L-10L,1,0
122000,Male,Urban,High School,5L-10L,0,5,3963,More than 1,B,Silver,87671.97,High,5L-10L,More than 1,1
122001,Female,Urban,High School,5L-10L,0,2,6722,More than 1,C,Silver,101128.7,Premium,5L-10L,More than 1,1
122002,Female,Rural,Bachelor,More than 10L,0,6,0,More than 1,B,Silver,77270.29,Medium,More than 10L,More than 1,0
122003,Male,Urban,High School,5L-10L,1,1,0,1,C,Gold,43030.61,Low,5L-10L,1,0
122004,Female,Rural,Bachelor,5L-10L,0,5,0,1,B,Platinum,46457.09,Low,5L-10L,1,0
122005,Male,Urban,Bachelor,More than 10L,1,3,3185,More than 1,A,Platinum,83370.04,Medium,More than 10L,More than 1,1
122006,Male,Urban,Bachelor,5L-10L,0,4,6864,More than 1,A,Platinum,98146.35,Premium,5L-10L,More than 1,1
122007,Male,Urban,High School,5L-10L,1,6,15985,More than 1,A,Gold,110100.42,Premium,5L-10L,More than 1,1
122008,Male,Urban,High School,2L-5L,1,1,3850,More than 1,B,Platinum,91355.41,High,2L-5L,More than 1,1
122009,Female,Urban,High School,5L-10L,1,2,7798,More than 1,B,Silver,93257.04,High,5L-10L,More than 1,1
122010,Male,Rural,Bachelor,5L-10L,1,7,2317,More than 1,B,Gold,77965.09,Medium,5L-10L,More than 1,1
122011,Male,Rural,High School,5L-10L,1,5,2566,1,A,Gold,46348.16,Low,5L-10L,1,1
122012,Female,Urban,High School,5L-10L,0,7,4966,More than 1,A,Silver,98176.09,Premium,5L-10L,More than 1,1
122013,Male,Rural,High School,More than 10L,0,7,0,More than 1,A,Gold,86692.63,High,More than 10L,More than 1,0
122014,Male,Urban,High School,5L-10L,0,1,3585,1,A,Silver,44634.95,Low,5L-10L,1,1
122015,Male,Urban,High School,2L-5L,1,4,5474,1,A,Platinum,42310.84,Low,2L-5L,1,1
122016,Female,Urban,High School,<=2L,1,3,3797,More than 1,A,Platinum,85497.66,High,<=2L,More than 1,1
122017,Female,Urban,Bachelor,5L-10L,1,5,7476,More than 1,B,Silver,89551.55,High,5L-10L,More than 1,1
122018,Male,Urban,Others,5L-10L,0,6,6103,1,B,Platinum,43387.37,Low,5L-10L,1,1
122019,Female,Rural,High School,2L-5L,1,5,2063,More than 1,C,Platinum,80759.83,Medium,2L-5L,More than 1,1
122020,Male,Rural,High School,5L-10L,1,3,0,More than 1,C,Platinum,91256.71,High,5L-10L,More than 1,0
122021,Female,Rural,High School,5L-10L,1,4,3309,More than 1,B,Platinum,78416.6,Medium,5L-10L,More than 1,1
122022,Female,Urban,Bachelor,5L-10L,1,7,3670,More than 1,A,Silver,86742.55,High,5L-10L,More than 1,1
122023,Female,Urban,High School,5L-10L,0,4,6831,1,A,Platinum,49485.9,Medium,5L-10L,1,1
122024,Male,Rural,High School,5L-10L,1,6,5448,More than 1,C,Platinum,80871.83,Medium,5L-10L,More than 1,1
122025,Female,Urban,Bachelor,5L-10L,0,4,3703,More than 1,A,Platinum,95712.89,Premium,5L-10L,More than 1,1
122026,Male,Urban,Bachelor,5L-10L,1,4,8824,More than 1,A,Silver,103331.83,Premium,5L-10L,More than 1,1
122027,Female,Urban,High School,2L-5L,0,6,5038,More than 1,A,Silver,101780.56,Premium,2L-5L,More than 1,1
122028,Male,Urban,Bachelor,5L-10L,1,6,0,1,A,Platinum,43873.22,Low,5L-10L,1,0
122029,Male,Urban,High School,2L-5L,1,2,6798,More than 1,B,Platinum,96667.8,Premium,2L-5L,More than 1,1
122030,Male,Urban,Bachelor,2L-5L,0,3,5761,More than 1,A,Silver,111735.99,Premium,2L-5L,More than 1,1
122031,Male,Urban,High School,5L-10L,0,2,6126,1,A,Platinum,44840.05,Low,5L-10L,1,1
122032,Female,Urban,High School,5L-10L,0,5,15363,More than 1,A,Platinum,107351.36,Premium,5L-10L,More than 1,1
122033,Female,Urban,High School,5L-10L,0,4,2858,More than 1,A,Silver,93589.24,High,5L-10L,More than 1,1
122034,Female,Urban,High School,5L-10L,1,3,5194,More than 1,B,Gold,96781.92,Premium,5L-10L,More than 1,1
122035,Female,Rural,Bachelor,5L-10L,0,1,0,1,A,Platinum,45347.25,Low,5L-10L,1,0
122036,Female,Urban,High School,5L-10L,0,2,6196,More than 1,A,Silver,100638.3,Premium,5L-10L,More than 1,1
122037,Male,Urban,High School,5L-10L,1,1,11532,More than 1,A,Platinum,110686.64,Premium,5L-10L,More than 1,1
122038,Male,Rural,High School,More than 10L,1,0,0,More than 1,A,Gold,84042.47,Medium,More than 10L,More than 1,0
122039,Male,Urban,High School,2L-5L,1,5,3954,More than 1,A,Platinum,89677.33,High,2L-5L,More than 1,1
122040,Female,Urban,Bachelor,2L-5L,1,4,5639,More than 1,B,Silver,96541.64,Premium,2L-5L,More than 1,1
122041,Male,Rural,Bachelor,5L-10L,1,7,0,1,B,Platinum,45293.82,Low,5L-10L,1,0
122042,Male,Rural,Bachelor,5L-10L,1,7,0,1,B,Silver,45296.28,Low,5L-10L,1,0
122043,Male,Urban,High School,5L-10L,0,5,6360,More than 1,B,Gold,93646.86,High,5L-10L,More than 1,1
122044,Male,Urban,Bachelor,5L-10L,1,6,0,1,B,Platinum,44370.25,Low,5L-10L,1,0
122045,Male,Urban,High School,5L-10L,1,8,4625,1,B,Gold,46425.44,Low,5L-10L,1,1
122046,Female,Urban,High School,5L-10L,0,2,6165,More than 1,A,Gold,106682.17,Premium,5L-10L,More than 1,1
122047,Male,Rural,Bachelor,5L-10L,1,8,2331,More than 1,A,Gold,91462.3,High,5L-10L,More than 1,1
122048,Female,Urban,High School,More than 10L,1,7,8157,1,A,Gold,51007.97,Medium,More than 10L,1,1
122049,Male,Urban,Bachelor,2L-5L,1,6,8471,More than 1,A,Platinum,113611.02,Premium,2L-5L,More than 1,1
122050,Female,Urban,Bachelor,2L-5L,0,6,5785,More than 1,B,Silver,93895.07,High,2L-5L,More than 1,1
122051,Female,Urban,High School,5L-10L,0,6,12600,More than 1,A,Platinum,103213.8,Premium,5L-10L,More than 1,1
122052,Male,Urban,Bachelor,5L-10L,0,6,8554,More than 1,A,Silver,113330.63,Premium,5L-10L,More than 1,1
122053,Male,Rural,Bachelor,5L-10L,1,6,3975,More than 1,A,Platinum,84116.15,Medium,5L-10L,More than 1,1
122054,Male,Rural,Bachelor,5L-10L,1,4,0,More than 1,A,Silver,81585.18,Medium,5L-10L,More than 1,0
122055,Male,Urban,High School,5L-10L,1,3,3850,1,A,Platinum,45060.31,Low,5L-10L,1,1
122056,Female,Rural,Bachelor,More than 10L,0,4,2080,More than 1,A,Silver,83302.99,Medium,More than 10L,More than 1,1
122057,Female,Urban,High School,2L-5L,1,2,5521,More than 1,B,Silver,91948.12,High,2L-5L,More than 1,1
122058,Male,Urban,High School,5L-10L,1,4,2309,More than 1,B,Platinum,80587.4,Medium,5L-10L,More than 1,1
122059,Male,Rural,Bachelor,5L-10L,1,8,5754,1,A,Platinum,46401.3,Low,5L-10L,1,1
122060,Female,Urban,High School,More than 10L,0,3,5761,1,A,Platinum,44015.93,Low,More than 10L,1,1
122061,Male,Rural,High School,5L-10L,0,4,2226,More than 1,A,Platinum,84105.1,Medium,5L-10L,More than 1,1
122062,Female,Urban,High School,<=2L,0,5,6061,More than 1,A,Silver,97915.67,Premium,<=2L,More than 1,1
122063,Male,Urban,High School,5L-10L,1,8,5757,More than 1,A,Platinum,99012.16,Premium,5L-10L,More than 1,1
122064,Male,Rural,High School,5L-10L,1,1,2114,1,A,Gold,43757.85,Low,5L-10L,1,1
122065,Male,Urban,High School,2L-5L,1,4,3920,More than 1,B,Platinum,92830.98,High,2L-5L,More than 1,1
122066,Female,Rural,Bachelor,5L-10L,0,3,2040,More than 1,A,Platinum,85945.03,High,5L-10L,More than 1,1
122067,Male,Urban,Bachelor,More than 10L,1,7,4196,More than 1,A,Platinum,89724.48,High,More than 10L,More than 1,1
122068,Female,Urban,High School,2L-5L,0,5,5871,More than 1,A,Gold,99020.93,Premium,2L-5L,More than 1,1
122069,Male,Urban,Bachelor,More than 10L,1,6,3712,More than 1,B,Silver,79456.78,Medium,More than 10L,More than 1,1
122070,Female,Urban,Bachelor,2L-5L,1,6,6190,More than 1,B,Platinum,91195.83,High,2L-5L,More than 1,1
122071,Male,Urban,Bachelor,More than 10L,0,8,2783,More than 1,A,Silver,93066.44,High,More than 10L,More than 1,1
122072,Male,Urban,High School,5L-10L,0,6,6815,More than 1,B,Platinum,95011.24,High,5L-10L,More than 1,1
122073,Female,Urban,High School,5L-10L,0,6,7072,1,A,Silver,48237.85,Medium,5L-10L,1,1
122074,Female,Urban,Bachelor,5L-10L,1,7,6001,More than 1,A,Platinum,90580.74,High,5L-10L,More than 1,1
122075,Female,Urban,High School,5L-10L,1,7,4175,1,A,Gold,45989.32,Low,5L-10L,1,1
122076,Female,Urban,High School,5L-10L,0,3,7422,More than 1,A,Platinum,98388.44,Premium,5L-10L,More than 1,1
122077,Male,Urban,Bachelor,2L-5L,1,8,6221,More than 1,B,Gold,93298.71,High,2L-5L,More than 1,1
122078,Male,Urban,Bachelor,5L-10L,0,0,6381,More than 1,A,Platinum,108157.85,Premium,5L-10L,More than 1,1
122079,Female,Rural,Bachelor,More than 10L,1,2,0,More than 1,A,Silver,82572.38,Medium,More than 10L,More than 1,0
122080,Male,Urban,High School,More than 10L,1,5,9924,More than 1,A,Platinum,104045.91,Premium,More than 10L,More than 1,1
122081,Female,Rural,Bachelor,More than 10L,0,1,0,1,A,Platinum,45347.25,Low,More than 10L,1,0
122082,Male,Urban,High School,2L-5L,1,5,6251,More than 1,B,Platinum,90341.43,High,2L-5L,More than 1,1
122083,Male,Rural,Bachelor,5L-10L,1,5,0,1,B,Silver,44540.76,Low,5L-10L,1,0
122084,Female,Urban,High School,5L-10L,1,6,6153,1,B,Gold,45094.89,Low,5L-10L,1,1
122085,Male,Urban,High School,2L-5L,1,3,7282,More than 1,C,Platinum,104566.92,Premium,2L-5L,More than 1,1
122086,Male,Urban,Bachelor,5L-10L,1,3,4010,1,A,Platinum,46257.72,Low,5L-10L,1,1
122087,Female,Urban,High School,5L-10L,0,3,3594,More than 1,A,Platinum,95626.17,Premium,5L-10L,More than 1,1
122088,Female,Rural,Bachelor,2L-5L,1,5,2191,More than 1,B,Silver,77232.57,Medium,2L-5L,More than 1,1
122089,Female,Urban,Bachelor,5L-10L,1,0,6750,1,A,Platinum,50768.95,Medium,5L-10L,1,1
122090,Female,Rural,Bachelor,5L-10L,0,8,0,1,B,Platinum,47101.13,Medium,5L-10L,1,0
122091,Male,Urban,Bachelor,2L-5L,1,7,5409,1,A,Silver,44609.53,Low,2L-5L,1,1
122092,Male,Urban,Bachelor,5L-10L,0,5,6766,More than 1,A,Gold,100553.84,Premium,5L-10L,More than 1,1
122093,Female,Urban,High School,<=2L,1,4,3843,More than 1,B,Gold,90826.67,High,<=2L,More than 1,1
122094,Female,Urban,Bachelor,5L-10L,1,8,6102,1,C,Gold,46330.85,Low,5L-10L,1,1
122095,Male,Urban,High School,5L-10L,1,4,4617,1,A,Silver,42015.89,Low,5L-10L,1,1
122096,Male,Rural,Bachelor,5L-10L,1,4,0,1,A,Platinum,43635.7,Low,5L-10L,1,0
122097,Female,Urban,Bachelor,More than 10L,0,4,5799,1,B,Platinum,45463.0,Low,More than 10L,1,1
122098,Male,Rural,High School,5L-10L,0,2,2666,1,A,Gold,46112.2,Low,5L-10L,1,1
122099,Male,Urban,Bachelor,5L-10L,1,3,5547,More than 1,A,Platinum,96258.07,Premium,5L-10L,More than 1,1
122100,Male,Rural,Bachelor,5L-10L,1,5,3959,1,A,Platinum,48135.7,Medium,5L-10L,1,1
122101,Male,Urban,High School,5L-10L,1,6,3806,More than 1,A,Gold,92317.31,High,5L-10L,More than 1,1
122102,Male,Rural,Bachelor,5L-10L,1,3,3004,More than 1,A,Platinum,83297.67,Medium,5L-10L,More than 1,1
122103,Female,Rural,High School,More than 10L,0,2,0,More than 1,B,Gold,80421.9,Medium,More than 10L,More than 1,0
122104,Female,Urban,High School,2L-5L,1,1,0,1,A,Silver,43164.95,Low,2L-5L,1,0
122105,Male,Urban,High School,2L-5L,0,1,8253,More than 1,A,Silver,109506.67,Premium,2L-5L,More than 1,1
122106,Male,Urban,High School,2L-5L,0,4,8507,More than 1,A,Gold,115007.29,Premium,2L-5L,More than 1,1
122107,Male,Urban,Bachelor,2L-5L,0,8,5744,More than 1,A,Gold,116423.01,Premium,2L-5L,More than 1,1
122108,Female,Rural,High School,5L-10L,0,3,2300,More than 1,B,Platinum,80820.87,Medium,5L-10L,More than 1,1
122109,Female,Urban,Bachelor,2L-5L,1,5,6521,More than 1,A,Platinum,111811.76,Premium,2L-5L,More than 1,1
122110,Male,Urban,High School,2L-5L,1,4,3904,1,A,Platinum,45101.5,Low,2L-5L,1,1
122111,Male,Rural,Bachelor,5L-10L,1,5,3612,1,B,Platinum,47411.61,Medium,5L-10L,1,1
122112,Male,Rural,High School,More than 10L,1,1,0,1,A,Silver,43040.07,Low,More than 10L,1,0
122113,Female,Urban,High School,2L-5L,0,6,6943,More than 1,A,Platinum,104787.31,Premium,2L-5L,More than 1,1
122114,Male,Urban,Bachelor,2L-5L,1,5,5720,1,B,Gold,44805.29,Low,2L-5L,1,1
122115,Male,Urban,High School,2L-5L,1,6,4009,1,A,Silver,45253.86,Low,2L-5L,1,1
122116,Male,Urban,High School,5L-10L,0,7,0,More than 1,B,Gold,81743.55,Medium,5L-10L,More than 1,0
122117,Female,Urban,Bachelor,5L-10L,0,6,3435,More than 1,A,Silver,95322.17,Premium,5L-10L,More than 1,1
122118,Male,Rural,Bachelor,5L-10L,1,8,2983,More than 1,A,Platinum,82446.59,Medium,5L-10L,More than 1,1
122119,Female,Urban,Bachelor,5L-10L,0,6,3410,More than 1,A,Gold,94573.26,High,5L-10L,More than 1,1
122120,Male,Rural,Bachelor,5L-10L,1,5,0,More than 1,B,Silver,75025.92,Medium,5L-10L,More than 1,0
122121,Male,Rural,High School,5L-10L,1,8,4368,More than 1,A,Platinum,83028.3,Medium,5L-10L,More than 1,1
122122,Female,Rural,High School,5L-10L,1,2,2509,More than 1,A,Platinum,81947.91,Medium,5L-10L,More than 1,1
122123,Male,Urban,High School,2L-5L,1,5,5402,More than 1,A,Platinum,89174.87,High,2L-5L,More than 1,1
122124,Female,Rural,Bachelor,5L-10L,0,0,0,More than 1,A,Silver,80715.17,Medium,5L-10L,More than 1,0
122125,Female,Rural,Others,5L-10L,1,8,0,More than 1,B,Platinum,74070.79,Medium,5L-10L,More than 1,0
122126,Female,Rural,High School,5L-10L,1,6,0,More than 1,B,Platinum,75308.29,Medium,5L-10L,More than 1,0
122127,Male,Urban,High School,5L-10L,0,1,13708,1,C,Gold,49851.61,Medium,5L-10L,1,1
122128,Male,Rural,Others,2L-5L,1,8,0,More than 1,A,Platinum,75530.64,Medium,2L-5L,More than 1,0
122129,Male,Urban,High School,5L-10L,0,1,4687,More than 1,A,Platinum,98898.43,Premium,5L-10L,More than 1,1
122130,Male,Urban,High School,5L-10L,1,6,4970,More than 1,A,Silver,95853.39,Premium,5L-10L,More than 1,1
122131,Female,Urban,High School,5L-10L,1,6,3547,More than 1,A,Platinum,87267.62,High,5L-10L,More than 1,1
122132,Female,Urban,High School,5L-10L,0,6,3641,1,A,Gold,45558.97,Low,5L-10L,1,1
122133,Male,Urban,Bachelor,5L-10L,1,8,4569,More than 1,A,Platinum,94997.56,High,5L-10L,More than 1,1
122134,Male,Rural,High School,More than 10L,0,2,3703,More than 1,A,Platinum,83212.66,Medium,More than 10L,More than 1,1
122135,Male,Urban,High School,5L-10L,1,7,2833,More than 1,A,Silver,85069.5,Medium,5L-10L,More than 1,1
122136,Female,Urban,High School,More than 10L,0,7,0,More than 1,A,Platinum,92498.4,High,More than 10L,More than 1,0
122137,Male,Urban,High School,5L-10L,1,0,4021,More than 1,C,Platinum,83896.19,Medium,5L-10L,More than 1,1
122138,Male,Rural,Bachelor,5L-10L,1,1,3035,1,A,Gold,47092.38,Medium,5L-10L,1,1
122139,Female,Urban,Bachelor,5L-10L,1,8,0,More than 1,B,Platinum,77896.48,Medium,5L-10L,More than 1,0
122140,Female,Urban,Others,<=2L,0,7,0,More than 1,B,Platinum,70953.46,Medium,<=2L,More than 1,0
122141,Male,Urban,High School,5L-10L,1,6,6484,More than 1,A,Platinum,91879.32,High,5L-10L,More than 1,1
122142,Male,Urban,Bachelor,5L-10L,0,7,5256,More than 1,A,Platinum,98463.81,Premium,5L-10L,More than 1,1
122143,Male,Rural,Bachelor,5L-10L,1,1,0,More than 1,A,Platinum,77873.52,Medium,5L-10L,More than 1,0
122144,Male,Urban,Bachelor,5L-10L,1,7,2336,1,B,Silver,45643.95,Low,5L-10L,1,1
122145,Female,Rural,Bachelor,5L-10L,0,6,0,More than 1,B,Gold,78307.49,Medium,5L-10L,More than 1,0
122146,Male,Urban,Bachelor,2L-5L,1,2,4545,1,A,Silver,45708.1,Low,2L-5L,1,1
122147,Male,Urban,Bachelor,More than 10L,0,6,3577,More than 1,A,Platinum,96499.03,Premium,More than 10L,More than 1,1
122148,Male,Rural,High School,5L-10L,1,3,6894,More than 1,A,Platinum,96831.16,Premium,5L-10L,More than 1,1
122149,Male,Urban,High School,2L-5L,1,7,5506,1,B,Platinum,45482.1,Low,2L-5L,1,1
122150,Male,Urban,Bachelor,2L-5L,0,3,0,More than 1,A,Platinum,89979.95,High,2L-5L,More than 1,0
122151,Male,Urban,High School,5L-10L,1,0,0,More than 1,A,Platinum,78301.4,Medium,5L-10L,More than 1,0
122152,Male,Rural,High School,More than 10L,1,6,2365,More than 1,B,Gold,76646.18,Medium,More than 10L,More than 1,1
122153,Female,Rural,Bachelor,More than 10L,1,7,0,More than 1,A,Gold,87341.56,High,More than 10L,More than 1,0
122154,Male,Urban,High School,2L-5L,0,4,7898,1,A,Platinum,50384.65,Medium,2L-5L,1,1
122155,Female,Urban,High School,5L-10L,0,6,4215,More than 1,A,Platinum,95126.92,Premium,5L-10L,More than 1,1
122156,Male,Urban,High School,5L-10L,1,7,0,1,A,Silver,44539.29,Low,5L-10L,1,0
122157,Male,Rural,High School,2L-5L,0,4,0,More than 1,B,Platinum,78732.07,Medium,2L-5L,More than 1,0
122158,Male,Urban,Bachelor,2L-5L,1,6,6357,More than 1,B,Gold,97679.04,Premium,2L-5L,More than 1,1
122159,Male,Urban,Bachelor,More than 10L,0,2,6208,More than 1,A,Gold,92622.63,High,More than 10L,More than 1,1
122160,Female,Urban,High School,5L-10L,0,2,9968,More than 1,A,Platinum,110125.23,Premium,5L-10L,More than 1,1
122161,Male,Urban,Others,2L-5L,1,8,6197,1,B,Silver,44604.93,Low,2L-5L,1,1
122162,Male,Rural,High School,5L-10L,0,5,2329,1,A,Gold,46121.31,Low,5L-10L,1,1
122163,Male,Urban,Bachelor,5L-10L,1,1,4377,1,A,Platinum,46347.18,Low,5L-10L,1,1
122164,Female,Urban,Others,2L-5L,0,3,8622,More than 1,A,Gold,115879.48,Premium,2L-5L,More than 1,1
122165,Male,Urban,High School,More than 10L,1,6,0,More than 1,B,Platinum,76369.73,Medium,More than 10L,More than 1,0
122166,Male,Rural,Bachelor,5L-10L,0,6,0,More than 1,B,Platinum,76462.13,Medium,5L-10L,More than 1,0
122167,Male,Urban,High School,More than 10L,1,1,10687,More than 1,A,Platinum,106946.6,Premium,More than 10L,More than 1,1
122168,Male,Urban,Bachelor,5L-10L,0,2,5884,More than 1,B,Platinum,85485.04,High,5L-10L,More than 1,1
122169,Male,Rural,High School,2L-5L,1,7,5029,More than 1,B,Platinum,83309.84,Medium,2L-5L,More than 1,1
122170,Male,Urban,High School,More than 10L,0,4,5324,More than 1,A,Platinum,96947.23,Premium,More than 10L,More than 1,1
122171,Female,Rural,Bachelor,More than 10L,1,0,3976,More than 1,B,Gold,78540.33,Medium,More than 10L,More than 1,1
122172,Female,Urban,High School,<=2L,1,2,6260,1,B,Gold,50187.6,Medium,<=2L,1,1
122173,Female,Urban,High School,2L-5L,1,6,5124,More than 1,C,Silver,111358.81,Premium,2L-5L,More than 1,1
122174,Male,Rural,Bachelor,2L-5L,1,6,5566,1,B,Platinum,44883.7,Low,2L-5L,1,1
122175,Female,Urban,High School,5L-10L,1,7,3597,More than 1,B,Platinum,79775.41,Medium,5L-10L,More than 1,1
122176,Male,Urban,High School,2L-5L,1,4,5638,1,A,Platinum,43859.23,Low,2L-5L,1,1
122177,Female,Urban,High School,5L-10L,0,2,4856,More than 1,A,Silver,97321.83,Premium,5L-10L,More than 1,1
122178,Male,Urban,High School,5L-10L,1,6,4997,1,A,Gold,41950.56,Low,5L-10L,1,1
122179,Male,Urban,High School,2L-5L,0,2,7438,More than 1,A,Gold,104912.4,Premium,2L-5L,More than 1,1
122180,Female,Rural,High School,5L-10L,1,5,0,1,C,Silver,44396.89,Low,5L-10L,1,0
122181,Male,Urban,Bachelor,5L-10L,1,5,4458,More than 1,A,Silver,91402.43,High,5L-10L,More than 1,1
122182,Male,Urban,High School,5L-10L,1,6,6313,1,A,Platinum,45797.73,Low,5L-10L,1,1
122183,Male,Rural,High School,5L-10L,1,6,2469,More than 1,B,Gold,78151.93,Medium,5L-10L,More than 1,1
122184,Male,Urban,Bachelor,2L-5L,1,3,6849,More than 1,A,Silver,111073.45,Premium,2L-5L,More than 1,1
122185,Female,Rural,Bachelor,5L-10L,1,6,0,More than 1,B,Silver,76207.22,Medium,5L-10L,More than 1,0
122186,Male,Urban,High School,2L-5L,1,6,6271,1,A,Platinum,45759.47,Low,2L-5L,1,1
122187,Male,Rural,High School,2L-5L,0,2,3738,More than 1,B,Silver,86982.94,High,2L-5L,More than 1,1
122188,Female,Rural,High School,5L-10L,0,5,3761,More than 1,A,Silver,86251.95,High,5L-10L,More than 1,1
122189,Male,Rural,High School,2L-5L,0,7,0,More than 1,A,Gold,84856.87,Medium,2L-5L,More than 1,0
122190,Female,Rural,Bachelor,5L-10L,1,2,0,More than 1,B,Platinum,77081.8,Medium,5L-10L,More than 1,0
122191,Female,Rural,High School,2L-5L,0,7,3206,More than 1,B,Platinum,80595.74,Medium,2L-5L,More than 1,1
122192,Male,Urban,Bachelor,More than 10L,1,4,5710,More than 1,A,Platinum,92463.72,High,More than 10L,More than 1,1
122193,Female,Urban,Bachelor,5L-10L,0,2,4338,More than 1,B,Silver,93624.85,High,5L-10L,More than 1,1
